Employee ID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E02436,Ryan Alvarez,HRIS Analyst,Human Resources,Research & Development,Male,Latino,62,29-11-2018,72025.00,0%,Brazil,Manaus,
E02437,Hudson Ha,Field Engineer,Engineering,Manufacturing,Male,Asian,59,06-02-2004,67947.00,0%,China,Shanghai,
E02438,Hannah Brown,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,42,12-07-2020,79764.00,0%,United States,Austin,05-02-2021
E02439,Hadley Le,Cloud Infrastructure Architect,IT,Research & Development,Female,Asian,33,18-03-2015,60690.00,0%,China,Chongqing,
E02440,Jaxson Shah,Analyst,Accounting,Corporate,Male,Asian,29,25-08-2018,44520.00,0%,United States,Chicago,
E02441,Christopher Delgado,Network Architect,IT,Corporate,Male,Latino,33,24-06-2022,84317.00,0%,Brazil,Rio de Janeiro,
E02442,Hannah Ng,Director,Sales,Manufacturing,Female,Asian,36,14-05-2015,151055.00,19%,United States,Columbus,
E02443,Austin Ngo,Network Architect,IT,Research & Development,Male,Asian,43,27-03-2020,62492.00,0%,United States,Columbus,
E02444,Gianna Han,HRIS Analyst,Human Resources,Research & Development,Female,Asian,51,27-02-2011,72589.00,0%,United States,Austin,
E02445,Isaac Choi,Operations Engineer,Engineering,Corporate,Male,Asian,27,21-01-2021,82286.00,0%,United States,Chicago,02-11-2022
E02446,Madeline Smith,Cloud Infrastructure Architect,IT,Research & Development,Female,Caucasian,55,23-11-2011,66660.00,0%,United States,Phoenix,16-11-2017
E02447,Ellie Fernandez,Quality Engineer,Engineering,Specialty Products,Female,Latino,62,18-08-2009,86805.00,0%,United States,Austin,
E02448,Lyla Lai,Manager,Human Resources,Specialty Products,Female,Asian,46,11-08-2004,125878.00,10%,United States,Austin,29-01-2009
E02449,Emily Moore,Analyst,Accounting,Research & Development,Female,Black,47,08-11-2009,50290.00,0%,United States,Columbus,
E02450,Aubrey Moreno,Computer Systems Manager,IT,Research & Development,Female,Latino,57,30-06-2000,97083.00,6%,United States,Austin,26-11-2008
E02451,Nova Xiong,Network Administrator,IT,Corporate,Female,Asian,49,10-04-2019,93306.00,0%,China,Beijing,
E02452,Eva Lam,Field Engineer,Engineering,Manufacturing,Female,Asian,42,08-03-2022,73404.00,0%,United States,Austin,
E02453,Caroline Chau,IT Systems Architect,IT,Specialty Products,Female,Asian,55,07-12-2022,91179.00,0%,United States,Columbus,01-02-2023
E02454,Sofia Chen,Manager,Finance,Specialty Products,Female,Asian,46,27-08-2006,108003.00,5%,China,Chengdu,
E02455,Christopher Sharma,System Administrator ,IT,Corporate,Male,Asian,45,16-04-2004,81384.00,0%,China,Beijing,
E02456,Lucas Grant,Sr. Business Partner,Human Resources,Manufacturing,Male,Caucasian,53,28-03-2012,97218.00,0%,United States,Austin,
E02457,Delilah Washington,Analyst,Sales,Research & Development,Female,Caucasian,46,17-09-2006,42944.00,0%,United States,Miami,
E02458,Eloise Molina,Analyst,Finance,Research & Development,Female,Latino,48,18-01-2015,43980.00,0%,United States,Columbus,
E02459,Clara Desai,Manager,Marketing,Corporate,Female,Asian,33,20-11-2014,109533.00,5%,China,Chengdu,
E02460,Audrey Campbell,Vice President,Accounting,Research & Development,Female,Caucasian,56,30-07-2008,226952.00,39%,United States,Miami,
E02461,Delilah Alvarez,System Administrator ,IT,Manufacturing,Female,Latino,59,27-11-2007,71580.00,0%,United States,Seattle,
E02462,Luke Luna,Analyst II,Finance,Manufacturing,Male,Latino,55,16-11-2012,66172.00,0%,Brazil,Manaus,
E02463,Elizabeth Tan,Vice President,Marketing,Research & Development,Female,Asian,46,27-07-2018,237489.00,30%,United States,Chicago,
E02464,Sophia Wang,Analyst,Marketing,Specialty Products,Female,Asian,50,20-05-2000,48733.00,0%,United States,Seattle,
E02465,Nova Park,Analyst,Sales,Corporate,Female,Asian,29,23-07-2017,48563.00,0%,China,Shanghai,
E02466,Josiah Khan,Cloud Infrastructure Architect,IT,Manufacturing,Male,Asian,57,26-10-2004,86592.00,0%,China,Chongqing,
E02467,Madison Gray,Vice President,Finance,Research & Development,Female,Caucasian,39,29-08-2011,189823.00,38%,United States,Columbus,
E02468,Luca Washington,Enterprise Architect,IT,Corporate,Male,Black,40,27-06-2022,65075.00,0%,United States,Phoenix,
E02469,Isaac Cruz,Vice President,Human Resources,Specialty Products,Male,Latino,33,09-05-2018,187917.00,35%,United States,Chicago,
E02470,Ellie Ortega,Analyst,Sales,Specialty Products,Female,Latino,49,20-10-2020,42242.00,0%,Brazil,Sao Paulo,
E02471,Ian Huang,Analyst,Sales,Research & Development,Male,Asian,54,07-02-1998,53931.00,0%,United States,Columbus,
E02472,Jayden Ahmed,Sr. Manager,IT,Corporate,Male,Asian,51,28-03-2006,140668.00,12%,China,Chengdu,
E02473,Violet Simmons,Analyst,Marketing,Research & Development,Female,Caucasian,33,23-10-2017,53948.00,0%,United States,Phoenix,
E02474,William Roberts,Director,IT,Research & Development,Male,Caucasian,34,12-04-2017,174257.00,30%,United States,Miami,
E02475,Penelope Sandoval,Sr. Manager,Sales,Corporate,Female,Latino,28,18-12-2019,132209.00,14%,Brazil,Rio de Janeiro,
E02476,Emilia Ortiz,Vice President,Marketing,Research & Development,Female,Latino,34,16-07-2017,208883.00,38%,United States,Miami,
E02477,Layla Gutierrez,Computer Systems Manager,IT,Specialty Products,Female,Latino,39,05-05-2022,65957.00,5%,Brazil,Rio de Janeiro,
E02478,Dylan Vu,Manager,Human Resources,Specialty Products,Male,Asian,63,22-07-2004,106481.00,5%,China,Beijing,
E02479,Peyton Wong,Vice President,Accounting,Manufacturing,Female,Asian,35,05-08-2020,218127.00,37%,United States,Chicago,
E02480,Santiago f Banks,Sr. Manager,IT,Specialty Products,Male,Caucasian,44,16-08-2019,151481.00,11%,United States,Chicago,
E02481,Caroline Wong,Analyst,Sales,Research & Development,Female,Asian,37,08-03-2017,40508.00,0%,China,Beijing,
E02482,Quinn Ho,Vice President,Accounting,Research & Development,Female,Asian,45,20-07-2002,200481.00,30%,United States,Columbus,
E02483,Caroline Nunez,Vice President,Finance,Manufacturing,Female,Latino,65,20-12-2002,224872.00,39%,Brazil,Sao Paulo,
E02484,Carson Brown,Sr. Manager,Human Resources,Research & Development,Male,Black,65,05-11-2007,149474.00,14%,United States,Phoenix,
E02485,Olivia Maldonado,Test Engineer,Engineering,Research & Development,Female,Latino,63,18-02-2002,86820.00,0%,United States,Chicago,
E02486,Emilia Chung,Director,Finance,Manufacturing,Female,Asian,55,08-11-1994,184078.00,28%,China,Shanghai,
E02487,Leilani Shin,Analyst,Accounting,Corporate,Female,Asian,58,18-12-2013,55174.00,0%,United States,Austin,
E02488,Abigail Zhu,Director,Finance,Corporate,Female,Asian,31,17-01-2022,152474.00,27%,United States,Austin,
E02489,Autumn Xiong,Network Administrator,IT,Specialty Products,Female,Asian,28,13-02-2020,75172.00,0%,China,Shanghai,
E02490,Hailey Cruz,Business Partner,Human Resources,Manufacturing,Female,Latino,50,10-08-2008,56002.00,0%,United States,Austin,
E02491,Piper Cruz,Director,Sales,Research & Development,Female,Latino,61,13-04-2013,195636.00,21%,Brazil,Rio de Janeiro,
E02492,Jaxson Jackson,Enterprise Architect,IT,Specialty Products,Male,Caucasian,53,01-03-1997,63165.00,0%,United States,Seattle,
E02493,Serenity Mehta,Analyst,Sales,Research & Development,Female,Asian,51,21-07-1998,57277.00,0%,China,Shanghai,
E02494,Peyton Gomez,Analyst,Finance,Specialty Products,Female,Latino,56,14-01-2020,42950.00,0%,Brazil,Rio de Janeiro,
E02495,Ethan Vargas,Director,IT,Research & Development,Male,Latino,38,09-10-2018,168410.00,30%,United States,Chicago,
E02496,Serenity Morris,Manager,IT,Corporate,Female,Caucasian,41,12-04-2008,114588.00,5%,United States,Miami,
E02497,Vivian Chan,Sr. Analyst,Sales,Specialty Products,Female,Asian,61,12-05-1997,72546.00,0%,China,Beijing,29-03-2021
E02498,Lincoln Singh,Analyst,Sales,Corporate,Male,Asian,33,09-01-2021,55397.00,0%,China,Shanghai,
E02499,Ayla Lim,Director,Marketing,Corporate,Female,Asian,41,05-09-2021,192266.00,23%,China,Chengdu,
E02500,Leilani Hong,System Administrator ,IT,Manufacturing,Female,Asian,36,20-12-2013,79876.00,0%,United States,Seattle,02-02-2023
E02501,Victoria Doan,Manager,Sales,Corporate,Female,Asian,42,06-03-2018,112593.00,5%,United States,Seattle,
E02502,Naomi Wright,System Administrator ,IT,Manufacturing,Female,Caucasian,36,03-11-2016,99249.00,0%,United States,Miami,
E02503,Scarlett Howard,Manager,Finance,Manufacturing,Female,Caucasian,55,12-08-2012,117421.00,5%,United States,Austin,28-08-2017
E02504,Victoria Vo,Field Engineer,Engineering,Corporate,Female,Asian,44,18-12-2017,82241.00,0%,China,Shanghai,
E02505,Oliver Fernandez,Manager,Marketing,Research & Development,Male,Latino,31,15-05-2022,125664.00,5%,Brazil,Manaus,
E02506,Luca Jiang,Account Representative,Sales,Research & Development,Male,Asian,47,08-09-2013,57386.00,0%,China,Beijing,
E02507,Charlotte Owens,Vice President,Engineering,Corporate,Female,Black,59,11-05-2001,196740.00,31%,United States,Miami,
E02508,Stella Tan,Director,Human Resources,Specialty Products,Female,Asian,48,22-08-2009,168202.00,22%,China,Chengdu,
E02509,Ellie Yoon,Vice President,Human Resources,Specialty Products,Female,Asian,44,11-07-2006,242004.00,38%,China,Chongqing,
E02510,Ella Do,Account Representative,Sales,Manufacturing,Female,Asian,52,28-02-1998,57433.00,0%,China,Shanghai,
E02511,Lucas Cruz,Sr. Analyst,Accounting,Specialty Products,Male,Latino,54,11-07-2009,74656.00,0%,United States,Seattle,
E02512,Sarah Mehta,HRIS Analyst,Human Resources,Research & Development,Female,Asian,31,23-08-2016,62848.00,0%,China,Chengdu,
E02513,Anthony Phan,Enterprise Architect,IT,Research & Development,Male,Asian,39,11-04-2011,92523.00,0%,United States,Miami,
E02514,David Chu,Sr. Manager,IT,Specialty Products,Male,Asian,40,16-12-2012,142844.00,11%,United States,Miami,
E02515,Sebastian Sanders,Manager,Sales,Corporate,Male,Caucasian,39,23-01-2009,100718.00,5%,United States,Austin,
E02516,Jayden Phillips,Director,IT,Research & Development,Male,Caucasian,25,13-10-2022,154186.00,26%,United States,Austin,
E02517,Caleb Chan,Operations Engineer,Engineering,Research & Development,Male,Asian,48,24-06-2003,107586.00,0%,China,Shanghai,
E02518,Ariana Santiago,Network Architect,IT,Research & Development,Female,Latino,54,28-10-2003,88906.00,0%,United States,Phoenix,
E02519,Quinn Owens,Field Engineer,Engineering,Manufacturing,Female,Caucasian,40,09-05-2018,74329.00,0%,United States,Chicago,
E02520,Eli James,Network Engineer,IT,Manufacturing,Male,Caucasian,32,15-04-2021,86523.00,0%,United States,Columbus,07-11-2021
E02521,Ezra Aguilar,Vice President,IT,Manufacturing,Male,Latino,60,05-11-2014,239868.00,40%,United States,Miami,
E02522,Anna Castro,Analyst II,Finance,Specialty Products,Female,Latino,29,21-05-2018,65010.00,0%,United States,Seattle,
E02523,Liliana Lewis,Network Administrator,IT,Corporate,Female,Caucasian,25,23-02-2021,82140.00,0%,United States,Miami,
E02524,Maverick Alvarado,Solutions Architect,IT,Manufacturing,Male,Latino,34,11-06-2016,75511.00,0%,Brazil,Manaus,
E02525,Nora Butler,Vice President,IT,Research & Development,Female,Black,26,06-05-2022,188880.00,36%,United States,Phoenix,
E02526,Landon Rodriguez,Sr. Account Representative,Sales,Manufacturing,Male,Latino,39,19-11-2017,87155.00,0%,United States,Chicago,
E02527,Grace Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,34,28-10-2018,75518.00,0%,United States,Seattle,
E02528,Jeremiah Medina,Sr. Manager,IT,Research & Development,Male,Latino,54,28-09-1997,129311.00,13%,Brazil,Manaus,
E02529,Charles Bryant,Analyst,Sales,Manufacturing,Male,Caucasian,27,12-07-2022,56919.00,0%,United States,Miami,10-01-2023
E02530,Elizabeth Dixon,Sr. Manager,Finance,Manufacturing,Female,Caucasian,26,15-11-2020,153832.00,14%,United States,Phoenix,
E02531,Riley Phillips,Vice President,Engineering,Specialty Products,Female,Caucasian,26,05-08-2022,211121.00,35%,United States,Phoenix,
E02532,Gianna Cruz,Manager,Sales,Corporate,Female,Latino,29,02-07-2019,106456.00,10%,United States,Columbus,
E02533,Lincoln Cruz,Network Architect,IT,Corporate,Male,Latino,64,15-07-1997,72772.00,0%,Brazil,Manaus,
E02534,Ezekiel Contreras,Sr. Manager,Accounting,Research & Development,Male,Latino,45,10-08-2001,143146.00,14%,United States,Chicago,
E02535,Amelia Do,Analyst II,Marketing,Manufacturing,Female,Asian,45,24-12-2018,74776.00,0%,United States,Seattle,
E02536,Anthony Perez,Sr. Account Representative,Sales,Specialty Products,Male,Latino,51,13-09-2021,92305.00,0%,United States,Chicago,
E02537,Elias Maldonado,IT Systems Architect,IT,Manufacturing,Male,Latino,56,01-04-2005,94724.00,0%,United States,Chicago,
E02538,Liam Luong,Technical Architect,IT,Specialty Products,Male,Asian,58,13-11-1995,88019.00,0%,United States,Austin,
E02539,Jordan Ford,Manager,Human Resources,Corporate,Male,Black,43,19-09-2016,108000.00,10%,United States,Columbus,
E02540,Mateo Chung,Network Architect,IT,Corporate,Male,Asian,52,27-07-2018,81438.00,0%,China,Beijing,
E02541,Jameson Vang,Computer Systems Manager,IT,Corporate,Male,Asian,41,23-05-2018,95669.00,10%,China,Shanghai,09-06-2021
E02542,Samuel Thomas,Vice President,Accounting,Specialty Products,Male,Caucasian,43,15-02-2016,180385.00,33%,United States,Columbus,
E02543,Gabriel Rodriguez,IT Coordinator,IT,Research & Development,Male,Latino,36,30-01-2016,45184.00,0%,Brazil,Sao Paulo,
E02544,Wyatt Robinson,Development Engineer,Engineering,Research & Development,Male,Caucasian,55,08-08-2007,70451.00,0%,United States,Seattle,
E02545,Anna Huynh,Technical Architect,IT,Specialty Products,Female,Asian,39,05-04-2009,63259.00,0%,United States,Chicago,
E02546,Lucy Simmons,Analyst II,Accounting,Corporate,Female,Caucasian,56,01-03-2001,73778.00,0%,United States,Miami,
E02547,Austin Ng,Sr. Manager,Sales,Research & Development,Male,Asian,45,03-03-2009,126697.00,13%,China,Beijing,
E02548,Madeline Cruz,System Administrator ,IT,Specialty Products,Female,Latino,63,19-05-2008,75396.00,0%,Brazil,Rio de Janeiro,
E02549,Layla Munoz,Director,Human Resources,Corporate,Female,Latino,39,24-09-2014,182595.00,29%,Brazil,Rio de Janeiro,14-09-2017
E02550,Alexander Tang,Analyst,Finance,Corporate,Male,Asian,32,29-01-2015,45424.00,0%,United States,Austin,
E02551,Carson Chen,Analyst II,Finance,Manufacturing,Male,Asian,45,03-12-2012,70661.00,0%,China,Chongqing,
E02552,Kai Duong,IT Coordinator,IT,Research & Development,Male,Asian,41,16-11-2018,57166.00,0%,China,Shanghai,
E02553,Ayla Cooper,Operations Engineer,Engineering,Corporate,Female,Caucasian,56,15-02-2017,101637.00,0%,United States,Chicago,26-12-2019
E02554,Eliza Espinoza,Manager,Marketing,Specialty Products,Female,Latino,30,28-12-2017,103646.00,7%,United States,Phoenix,
E02555,Axel King,Automation Engineer,Engineering,Manufacturing,Male,Caucasian,46,21-02-2010,100757.00,0%,United States,Chicago,
E02556,Alexander Carter,Network Administrator,IT,Specialty Products,Male,Caucasian,47,04-10-2008,60963.00,0%,United States,Seattle,
E02557,Robert Rogers,Vice President,Engineering,Manufacturing,Male,Caucasian,53,26-08-2011,258734.00,34%,United States,Seattle,
E02558,Anthony Gupta,Cloud Infrastructure Architect,IT,Specialty Products,Male,Asian,38,23-09-2021,70612.00,0%,China,Chongqing,
E02559,Jackson Gupta,Service Desk Analyst,IT,Research & Development,Male,Asian,65,27-06-1993,77065.00,0%,United States,Seattle,
E02560,Sophia Rodriguez,Development Engineer,Engineering,Specialty Products,Female,Latino,58,31-10-2007,96256.00,0%,United States,Chicago,
E02561,Cora Patel,Analyst II,Accounting,Manufacturing,Female,Asian,36,13-05-2011,65794.00,0%,United States,Austin,
E02562,Piper Hsu,Analyst,Accounting,Research & Development,Female,Asian,45,23-08-2015,48491.00,0%,United States,Austin,08-10-2015
E02563,Hunter Marquez,Operations Engineer,Engineering,Research & Development,Male,Latino,34,07-08-2019,83220.00,0%,United States,Chicago,
E02564,Addison Li,HRIS Analyst,Human Resources,Research & Development,Female,Asian,37,04-03-2010,61680.00,0%,China,Beijing,04-06-2015
E02565,Carson Hoang,Sr. Analyst,Sales,Manufacturing,Male,Asian,43,09-10-2021,72482.00,0%,United States,Chicago,
E02566,Julian Fernandez,Development Engineer,Engineering,Research & Development,Male,Latino,27,07-02-2022,81713.00,0%,Brazil,Rio de Janeiro,
E02567,Caleb Rojas,Analyst II,Sales,Manufacturing,Male,Latino,38,04-12-2021,68281.00,0%,United States,Miami,09-03-2022
E02568,Elizabeth Griffin,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,60,10-09-1993,63979.00,0%,United States,Miami,
E02569,Nolan Han,Business Partner,Human Resources,Corporate,Male,Asian,29,19-11-2017,53090.00,0%,United States,Miami,
E02570,Cameron Romero,Manager,Sales,Specialty Products,Male,Latino,49,15-09-1997,108325.00,10%,Brazil,Manaus,
E02571,Angel Patterson,Sr. Analyst,Marketing,Corporate,Male,Black,45,07-01-2018,98289.00,0%,United States,Columbus,
E02572,Ryan Foster,IT Coordinator,IT,Specialty Products,Male,Caucasian,44,22-02-2004,41275.00,0%,United States,Austin,14-06-2007
E02573,Leonardo Patterson,Sr. Analyst,Finance,Specialty Products,Male,Caucasian,46,06-02-2012,93642.00,0%,United States,Columbus,
E02574,William Song,Director,Human Resources,Research & Development,Male,Asian,36,25-10-2010,162957.00,18%,China,Chongqing,
E02575,Axel Aguilar,Sr. Analyst,Accounting,Manufacturing,Male,Latino,45,10-04-2022,96029.00,0%,Brazil,Rio de Janeiro,
E02576,Liam Valdez,Vice President,Human Resources,Research & Development,Male,Latino,55,01-03-1999,227148.00,33%,Brazil,Sao Paulo,
E02577,Hudson Washington,Cloud Infrastructure Architect,IT,Specialty Products,Male,Caucasian,43,17-09-2008,76819.00,0%,United States,Phoenix,20-10-2022
E02578,Owen Han,Analyst II,Sales,Specialty Products,Male,Asian,30,01-09-2022,66892.00,0%,United States,Seattle,
E02579,Harper Washington,Vice President,Marketing,Manufacturing,Female,Caucasian,48,24-06-1999,256084.00,34%,United States,Columbus,
E02580,Brooklyn Parker,Sr. Analyst,Marketing,Specialty Products,Female,Black,60,19-03-2005,85669.00,0%,United States,Phoenix,
E02581,Hudson Oh,IT Coordinator,IT,Research & Development,Male,Asian,30,09-09-2021,44454.00,0%,China,Beijing,
E02582,Maverick Howard,IT Coordinator,IT,Specialty Products,Male,Caucasian,25,13-04-2021,54353.00,0%,United States,Chicago,
E02583,Alexander Dominguez,Analyst II,Sales,Specialty Products,Male,Latino,58,27-11-2014,58867.00,0%,Brazil,Rio de Janeiro,
E02584,Jack Garcia,Manager,Human Resources,Corporate,Male,Latino,37,21-03-2022,123918.00,8%,Brazil,Rio de Janeiro,
E02585,Aiden Hu,IT Coordinator,IT,Research & Development,Male,Asian,44,07-05-2010,56680.00,0%,United States,Chicago,
E02586,Cora Espinoza,Business Partner,Human Resources,Research & Development,Female,Latino,53,09-10-2019,55206.00,0%,United States,Miami,
E02587,Naomi Moua,Director,Sales,Specialty Products,Female,Asian,58,13-01-2010,150633.00,19%,United States,Phoenix,
E02588,Liam Baker,Network Administrator,IT,Specialty Products,Male,Caucasian,65,26-01-2020,97379.00,0%,United States,Seattle,
E02589,Christian Liu,Director,Accounting,Research & Development,Male,Asian,57,29-03-2000,178447.00,22%,China,Chengdu,
E02590,Aaron Munoz,Network Administrator,IT,Manufacturing,Male,Latino,31,13-06-2021,60827.00,0%,United States,Phoenix,
E02591,Levi Kang,Engineering Manager,Engineering,Manufacturing,Male,Asian,32,28-04-2019,96951.00,13%,China,Chengdu,
E02592,Isaac Foster,Manager,Accounting,Specialty Products,Male,Caucasian,48,06-01-2001,103051.00,9%,United States,Phoenix,
E02593,Samantha Zhu,Vice President,IT,Specialty Products,Female,Asian,55,27-10-2001,256592.00,30%,China,Beijing,19-05-2010
E02594,Vivian Watson,Development Engineer,Engineering,Specialty Products,Female,Caucasian,52,07-07-2017,79323.00,0%,United States,Chicago,
E02595,Emery Hernandez,Development Engineer,Engineering,Research & Development,Female,Latino,27,12-07-2021,75583.00,0%,Brazil,Manaus,
E02596,Camila Baker,Account Representative,Sales,Specialty Products,Female,Caucasian,36,08-09-2012,73646.00,0%,United States,Austin,
E02597,David Bryant,Solutions Architect,IT,Specialty Products,Male,Caucasian,36,07-08-2022,64937.00,0%,United States,Miami,
E02598,Miles Perez,Manager,Sales,Manufacturing,Male,Latino,42,11-06-2019,112146.00,6%,United States,Miami,
E02599,Elijah Hill,Sr. Analyst,Marketing,Research & Development,Male,Caucasian,48,16-12-2018,83332.00,0%,United States,Austin,
E02600,Sofia Shin,Computer Systems Manager,IT,Specialty Products,Female,Asian,42,11-04-2008,66248.00,7%,China,Chongqing,
E02601,Ezekiel Lee,Sr. Manager,Human Resources,Research & Development,Male,Asian,37,22-08-2019,127238.00,15%,China,Shanghai,
E02602,Nevaeh Truong,Network Architect,IT,Specialty Products,Female,Asian,55,23-05-2012,87857.00,0%,United States,Austin,
E02603,Leah Ali,HRIS Analyst,Human Resources,Specialty Products,Female,Asian,62,20-08-1999,51454.00,0%,United States,Seattle,
E02604,Emma Soto,Sr. Manager,Accounting,Specialty Products,Female,Latino,29,13-09-2020,128066.00,11%,United States,Seattle,
E02605,Lydia Marquez,Sr. Manager,Human Resources,Corporate,Female,Latino,29,28-09-2018,130790.00,10%,Brazil,Rio de Janeiro,
E02606,Cora Munoz,Vice President,Human Resources,Manufacturing,Female,Latino,45,17-05-2004,233342.00,37%,United States,Austin,
E02607,Hudson Ross,Analyst,Marketing,Manufacturing,Male,Caucasian,57,04-10-2009,54155.00,0%,United States,Austin,
E02608,Aiden Cheng,Vice President,Marketing,Manufacturing,Male,Asian,31,06-09-2019,189403.00,36%,China,Shanghai,31-03-2021
E02609,Willow Vang,Sr. Analyst,Accounting,Manufacturing,Female,Asian,31,18-05-2018,78732.00,0%,China,Shanghai,11-03-2019
E02610,Jonathan Young,Analyst,Accounting,Manufacturing,Male,Caucasian,47,28-04-2015,55401.00,0%,United States,Columbus,
E02611,Isaac Rojas,System Administrator ,IT,Manufacturing,Male,Latino,60,12-07-2006,82343.00,0%,United States,Austin,
E02612,Dylan Guzman,Quality Engineer,Engineering,Research & Development,Male,Latino,42,16-03-2017,66226.00,0%,Brazil,Sao Paulo,
E02613,Sarah Shin,Vice President,IT,Manufacturing,Female,Asian,26,03-12-2021,193435.00,31%,United States,Chicago,
E02614,Michael Johnson,Manager,Finance,Corporate,Male,Caucasian,57,18-04-2011,114241.00,10%,United States,Miami,
E02615,Riley Vega,Director,Engineering,Research & Development,Female,Latino,25,11-11-2022,177264.00,16%,Brazil,Manaus,
E02616,Benjamin Ali,Business Partner,Human Resources,Corporate,Male,Asian,53,12-04-2016,58010.00,0%,United States,Seattle,
E02617,Ezekiel Cooper,Director,IT,Specialty Products,Male,Black,43,15-03-2003,154284.00,25%,United States,Chicago,
E02618,Lyla Walker,Analyst,Accounting,Corporate,Female,Caucasian,49,18-02-2002,54633.00,0%,United States,Chicago,
E02619,Aria Cheng,Business Partner,Human Resources,Research & Development,Female,Asian,61,26-08-1996,42829.00,0%,United States,Columbus,
E02620,Christopher Ramirez,Engineering Manager,Engineering,Research & Development,Male,Latino,41,15-03-2010,118973.00,10%,United States,Phoenix,
E02621,Emily Roberts,Network Architect,IT,Manufacturing,Female,Caucasian,56,29-12-2018,61251.00,0%,United States,Miami,
E02622,Nathan Parker,Engineering Manager,Engineering,Specialty Products,Male,Caucasian,49,24-04-2002,108636.00,10%,United States,Columbus,
E02623,Nora Her,Field Engineer,Engineering,Specialty Products,Female,Asian,32,24-04-2014,68780.00,0%,China,Beijing,
E02624,Mia Brown,Analyst II,Accounting,Corporate,Female,Caucasian,30,10-08-2016,60261.00,0%,United States,Seattle,
E02625,Hunter Hu,Manager,Finance,Specialty Products,Male,Asian,64,13-07-2003,100951.00,5%,United States,Miami,
E02626,Luke Acosta,Network Architect,IT,Specialty Products,Male,Latino,57,20-07-2022,93872.00,0%,Brazil,Sao Paulo,07-12-2022
E02627,Sophia Griffin,Vice President,Marketing,Specialty Products,Female,Caucasian,50,29-06-2018,181570.00,35%,United States,Miami,21-10-2021
E02628,Anthony Chu,Manager,Sales,Manufacturing,Male,Asian,61,30-09-2003,101517.00,9%,United States,Seattle,
E02629,Landon Ha,Manager,Finance,Manufacturing,Male,Asian,43,30-01-2006,100822.00,10%,China,Chongqing,
E02630,Layla Kang,Manager,Marketing,Research & Development,Female,Asian,26,02-03-2022,128965.00,9%,United States,Columbus,
E02631,Cora Xu,Network Administrator,IT,Manufacturing,Female,Asian,54,17-11-2011,60513.00,0%,United States,Austin,
E02632,Rylee Campos,Manager,Finance,Research & Development,Female,Latino,49,09-02-2005,107461.00,8%,United States,Seattle,
E02633,Amelia Foster,Analyst II,Sales,Research & Development,Female,Caucasian,32,24-02-2018,66294.00,0%,United States,Columbus,
E02634,Hadley Rios,Sr. Manager,Sales,Research & Development,Female,Latino,62,11-01-2009,157500.00,15%,United States,Columbus,
E02635,Luna Chang,IT Coordinator,IT,Specialty Products,Female,Asian,64,20-10-2022,43271.00,0%,China,Chengdu,
E02636,Mia Navarro,Technical Architect,IT,Research & Development,Female,Latino,52,19-06-2011,91518.00,0%,Brazil,Sao Paulo,
E02637,Nova Rios,Sr. Manager,Human Resources,Specialty Products,Female,Latino,42,15-04-2019,130874.00,12%,United States,Austin,
E02638,Theodore Truong,HRIS Analyst,Human Resources,Corporate,Male,Asian,45,23-05-2017,66324.00,0%,China,Beijing,10-09-2021
E02639,Asher Ly,Analyst II,Sales,Corporate,Male,Asian,65,29-01-1998,63853.00,0%,United States,Austin,
E02640,Madeline Doan,Manager,Human Resources,Corporate,Female,Asian,46,10-01-2021,104692.00,8%,China,Chengdu,
E02641,Scarlett Rodriguez,Solutions Architect,IT,Corporate,Female,Latino,64,03-11-2022,71864.00,0%,Brazil,Manaus,
E02642,Zoey Lu,Vice President,Marketing,Manufacturing,Female,Asian,45,31-10-2007,216269.00,37%,United States,Chicago,31-12-2010
E02643,Mila Cheung,Enterprise Architect,IT,Specialty Products,Female,Asian,32,17-12-2021,73135.00,0%,United States,Phoenix,
E02644,Lucy Mai,Director,Engineering,Corporate,Female,Asian,56,27-06-2022,197579.00,18%,United States,Chicago,
E02645,Benjamin Luu,Systems Analyst,IT,Corporate,Male,Asian,46,15-12-2011,59733.00,0%,United States,Austin,
E02646,Mia Navarro,Vice President,Human Resources,Corporate,Female,Latino,26,22-05-2020,187792.00,40%,United States,Chicago,
E02647,Maya Watson,Manager,Human Resources,Specialty Products,Female,Caucasian,59,07-01-2017,108612.00,6%,United States,Phoenix,
E02648,Jack Adams,System Administrator ,IT,Corporate,Male,Black,50,18-07-2018,80350.00,0%,United States,Miami,
E02649,Gabriella Jordan,Test Engineer,Engineering,Research & Development,Female,Caucasian,32,21-09-2019,61243.00,0%,United States,Miami,
E02650,Jonathan Torres,Analyst,Finance,Manufacturing,Male,Latino,56,12-04-2002,48896.00,0%,Brazil,Manaus,14-03-2017
E02651,Samuel Xu,Quality Engineer,Engineering,Research & Development,Male,Asian,32,20-09-2019,82887.00,0%,China,Chengdu,17-01-2020
E02652,Ezekiel Lai,Analyst,Marketing,Manufacturing,Male,Asian,45,26-11-2005,54742.00,0%,China,Chengdu,
